DateKey,Date,CompanyName,Ticker,Market,Currency,Open,Close,High,Low,Volume
20180206,2018-02-06,Microsoft,MSFT,NASDAQ,USD,80.34336223175724,84.44883728027344,84.5875370962898,78.82692690032735,67998600
20180207,2018-02-07,Microsoft,MSFT,NASDAQ,USD,83.672085215394,82.85839080810547,84.85564328220008,82.4792786170953,41107600
20180208,2018-02-08,Microsoft,MSFT,NASDAQ,USD,82.95086734639878,78.60498809814453,83.10805713243406,78.37382415824668,55628700
20180209,2018-02-09,Microsoft,MSFT,NASDAQ,USD,79.7977977208944,81.53614807128906,82.22963991571898,77.51389678450832,63499100
20180212,2018-02-12,Microsoft,MSFT,NASDAQ,USD,82.05393566295878,82.41455078125,83.01557832992282,81.30496688720967,35720300
20180213,2018-02-13,Microsoft,MSFT,NASDAQ,USD,82.22964457133075,83.06183624267578,83.21902604321755,81.18478600620905,26407700
20180214,2018-02-14,Microsoft,MSFT,NASDAQ,USD,82.22574742708376,84.36244201660156,84.52966220949457,82.13284889496624,34960900
20180215,2018-02-15,Microsoft,MSFT,NASDAQ,USD,84.7340168431493,86.08106994628906,86.13680763065986,84.18591071296592,27823900
20180216,2018-02-16,Microsoft,MSFT,NASDAQ,USD,85.88596516176577,85.4679183959961,86.86141706549603,85.2821214084764,30596900
20180220,2018-02-20,Microsoft,MSFT,NASDAQ,USD,84.98485323456015,86.13681030273438,86.45266664090244,84.5482224595735,30911700
20180221,2018-02-21,Microsoft,MSFT,NASDAQ,USD,86.37836238427593,84.99414825439453,86.73137958448793,84.99414825439453,26922500
20180222,2018-02-22,Microsoft,MSFT,NASDAQ,USD,85.51438151935322,85.21710205078125,86.14610127603136,84.87336978586613,24392800
20180223,2018-02-23,Microsoft,MSFT,NASDAQ,USD,86.95432928192409,87.38166809082031,87.39096006797294,85.80237218456463,26329200
20180226,2018-02-26,Microsoft,MSFT,NASDAQ,USD,87.69751982539377,88.64509582519531,88.67296466523345,87.55816853750213,30199800
20180227,2018-02-27,Microsoft,MSFT,NASDAQ,USD,88.9423938268246,87.51173400878906,89.0352923422394,87.51173400878906,25869100
20180228,2018-02-28,Microsoft,MSFT,NASDAQ,USD,88.10628785202275,87.11225891113281,88.91451977296582,86.98219957962961,31167300
20180301,2018-03-01,Microsoft,MSFT,NASDAQ,USD,87.31664997659206,86.2575912475586,87.85547131949056,85.31929988667709,37135600
20180302,2018-03-02,Microsoft,MSFT,NASDAQ,USD,85.0777522440432,86.4433822631836,86.53628076980027,84.40887165608041,32830400
20180305,2018-03-05,Microsoft,MSFT,NASDAQ,USD,85.78377626222651,86.9914779663086,87.57674486663711,85.70946171847908,23901600
20180306,2018-03-06,Microsoft,MSFT,NASDAQ,USD,87.64178231607235,86.69420623779297,87.78113361550503,86.34118908857153,22175800
20180307,2018-03-07,Microsoft,MSFT,NASDAQ,USD,86.54558038379292,87.19587707519531,87.27019872212769,85.86740775901413,26716100
20180308,2018-03-08,Microsoft,MSFT,NASDAQ,USD,87.57675192775531,87.72539520263672,88.34782296887435,87.11225232530307,25887800
20180309,2018-03-09,Microsoft,MSFT,NASDAQ,USD,88.52435859562819,89.68560791015625,89.68560791015625,88.25494790413327,36937300
20180312,2018-03-12,Microsoft,MSFT,NASDAQ,USD,89.64842716758343,89.89925384521484,90.30801578119376,89.22108836528807,26073700
20180313,2018-03-13,Microsoft,MSFT,NASDAQ,USD,90.11291430738096,87.7068099975586,90.33587211080176,87.29804811820313,35387800
20180314,2018-03-14,Microsoft,MSFT,NASDAQ,USD,88.36640984158318,87.18657684326172,88.63582047043057,86.86142852834301,32132000
20180315,2018-03-15,Microsoft,MSFT,NASDAQ,USD,86.88928272602354,87.49313354492188,87.86473459406704,86.23898620579486,27611000
20180316,2018-03-16,Microsoft,MSFT,NASDAQ,USD,87.95766821467035,87.88334655761719,88.60796499462718,87.25162664807198,49081300
20180319,2018-03-19,Microsoft,MSFT,NASDAQ,USD,87.08439440458534,86.29474639892578,87.23303769810835,85.57012806225696,33344100
20180320,2018-03-20,Microsoft,MSFT,NASDAQ,USD,86.44338563973741,86.5177001953125,87.11225916612524,86.39693284076372,23075200
20180321,2018-03-21,Microsoft,MSFT,NASDAQ,USD,86.33190334713721,85.91385650634766,87.3723850919873,85.6630227317123,24457100
20180322,2018-03-22,Microsoft,MSFT,NASDAQ,USD,84.78978659341094,83.41487121582031,85.23570950012129,83.29410382477784,38604700
20180323,2018-03-23,Microsoft,MSFT,NASDAQ,USD,83.14542830981432,80.99015045166016,84.03726669032281,80.89725194930121,44068900
20180326,2018-03-26,Microsoft,MSFT,NASDAQ,USD,84.1766328628994,87.1215591430664,87.32594013699392,83.98154384716022,56396800
20180327,2018-03-27,Microsoft,MSFT,NASDAQ,USD,88.19918011149107,83.1175537109375,88.38497710334019,82.22571539220009,56569000
20180328,2018-03-28,Microsoft,MSFT,NASDAQ,USD,83.44272104020168,83.04325103759766,84.7526135211948,82.56017449588474,52501100
20180329,2018-03-29,Microsoft,MSFT,NASDAQ,USD,83.77714347597217,84.78974914550781,85.73733224587247,82.1235261260546,45867500
20180402,2018-04-02,Microsoft,MSFT,NASDAQ,USD,84.0465765751898,82.23502349853516,84.42746264232967,81.2967392107719,48515400
20180403,2018-04-03,Microsoft,MSFT,NASDAQ,USD,83.2197325588663,83.34049987792969,83.65636322519539,81.64972197254251,37213800
20180404,2018-04-04,Microsoft,MSFT,NASDAQ,USD,81.61259296243917,85.7745132446289,86.17398325589332,81.50111757454387,35560000
20180405,2018-04-05,Microsoft,MSFT,NASDAQ,USD,85.87668287845884,85.82093811035156,86.46194978582794,84.91052292111071,29771900
20180406,2018-04-06,Microsoft,MSFT,NASDAQ,USD,84.99414239151955,83.8236083984375,85.89527282979053,83.12685893639731,38026000
20180409,2018-04-09,Microsoft,MSFT,NASDAQ,USD,84.57609775905179,84.32526397705078,86.55486373137138,84.18591975116381,31533900
20180410,2018-04-10,Microsoft,MSFT,NASDAQ,USD,85.83023093845785,86.28543853759766,86.65703961529793,85.1334815756577,26812000
20180411,2018-04-11,Microsoft,MSFT,NASDAQ,USD,85.47723431913653,85.33788299560547,86.66635238288978,84.98486578533583,24872100
20180412,2018-04-12,Microsoft,MSFT,NASDAQ,USD,85.86742490390135,86.93577575683594,87.47459717312695,85.86742490390135,26758900
20180413,2018-04-13,Microsoft,MSFT,NASDAQ,USD,87.37239056257555,86.47126007080078,87.49315792492689,85.8767010615746,23346100
20180416,2018-04-16,Microsoft,MSFT,NASDAQ,USD,87.39095007398058,87.48384857177734,87.93906326007327,86.78709920675006,20288100
20180417,2018-04-17,Microsoft,MSFT,NASDAQ,USD,88.25493343557744,89.24896240234375,89.68559320705738,88.14345096808603,26771000
20180418,2018-04-18,Microsoft,MSFT,NASDAQ,USD,89.38832377007523,89.59270477294922,89.85282347198775,88.73801993477595,21043300
20180419,2018-04-19,Microsoft,MSFT,NASDAQ,USD,89.59267369288196,89.28610229492188,90.17794056268716,88.570769033015,23552500
20180420,2018-04-20,Microsoft,MSFT,NASDAQ,USD,89.10032130692056,88.25492858886719,89.28611832150062,87.37238213805924,31154400
20180423,2018-04-23,Microsoft,MSFT,NASDAQ,USD,88.94240259099954,88.58009338378906,89.45335510768258,87.91121266656876,22331800
20180424,2018-04-24,Microsoft,MSFT,NASDAQ,USD,89.40686477510206,86.50839233398438,89.62053767085888,85.84880387237874,34524800
20180425,2018-04-25,Microsoft,MSFT,NASDAQ,USD,86.67564250251182,85.75592803955078,86.67564250251182,83.8700604862854,33729300
20180426,2018-04-26,Microsoft,MSFT,NASDAQ,USD,86.90788572509152,87.56747436523438,88.39428315975867,86.48983179528692,42529000
20180427,2018-04-27,Microsoft,MSFT,NASDAQ,USD,90.67031037245422,89.01669311523438,90.94901293639715,87.24230852707959,48272800
20180430,2018-04-30,Microsoft,MSFT,NASDAQ,USD,89.49049753910421,86.8800048828125,89.55552720170498,86.53627970379486,41523600
20180501,2018-05-01,Microsoft,MSFT,NASDAQ,USD,86.59201908387905,88.25492858886719,88.52433922139953,86.20184110063987,31408900
20180502,2018-05-02,Microsoft,MSFT,NASDAQ,USD,88.24565805025054,86.87074279785156,88.41287823907783,86.57346324968123,27471000
20180503,2018-05-03,Microsoft,MSFT,NASDAQ,USD,86.3597709407971,87.39096069335938,88.1899006293572,85.8859793304491,31142500
20180504,2018-05-04,Microsoft,MSFT,NASDAQ,USD,86.69420977593963,88.40357208251953,88.5986610746066,86.32260865818732,22531300
20180507,2018-05-07,Microsoft,MSFT,NASDAQ,USD,88.41286119868593,89.38831329345703,89.84352096342255,88.347831531548,24242000
20180508,2018-05-08,Microsoft,MSFT,NASDAQ,USD,89.04457659196561,89.00741577148438,89.33257117876971,88.31066633479027,23484600
20180509,2018-05-09,Microsoft,MSFT,NASDAQ,USD,89.1932354641714,90.05720520019531,90.08507404850204,88.30139687984074,27327400
20180510,2018-05-10,Microsoft,MSFT,NASDAQ,USD,90.54026669957608,90.95832061767578,90.99547435076292,90.15938068996718,22388100
20180511,2018-05-11,Microsoft,MSFT,NASDAQ,USD,90.85614260809218,90.76323699951172,90.9211722814768,90.150101091557,16778300
20180514,2018-05-14,Microsoft,MSFT,NASDAQ,USD,90.96758797683158,91.0697784423828,91.68292123569024,90.40089797248396,19454100
20180515,2018-05-15,Microsoft,MSFT,NASDAQ,USD,90.33589563542807,90.41021728515624,90.9025858111258,89.49979479524269,24594000
20180516,2018-05-16,Microsoft,MSFT,NASDAQ,USD,90.8394053557703,90.64347076416016,90.87672724728026,90.14896815889318,17384700
20180517,2018-05-17,Microsoft,MSFT,NASDAQ,USD,90.279582907932,89.7384262084961,91.00734192931436,89.41186858587866,17246700
20180518,2018-05-18,Microsoft,MSFT,NASDAQ,USD,89.57980684265331,89.90636444091797,90.43818884906946,89.57980684265331,17865800
20180521,2018-05-21,Microsoft,MSFT,NASDAQ,USD,90.50352503828964,91.06333923339844,91.44588332308408,90.3169226793946,19422500
20180522,2018-05-22,Microsoft,MSFT,NASDAQ,USD,91.13796905351695,90.97002410888672,91.5951497456238,90.6901134950288,15441200
20180523,2018-05-23,Microsoft,MSFT,NASDAQ,USD,90.23295532726874,92.05236053466795,92.11767207841515,89.86907570947378,21251200
20180524,2018-05-24,Microsoft,MSFT,NASDAQ,USD,92.11765297199044,91.72577667236328,92.3135875625926,90.3262377808427,26649300
20180525,2018-05-25,Microsoft,MSFT,NASDAQ,USD,91.7164435176573,91.77242279052734,92.3509013777329,91.30590986748416,18363900
20180529,2018-05-29,Microsoft,MSFT,NASDAQ,USD,91.28724201838438,91.44586181640624,92.25758971695964,90.7181028220803,28671000
20180530,2018-05-30,Microsoft,MSFT,NASDAQ,USD,91.72577051001598,92.32290649414062,92.60281710100888,91.35256585875489,22158500
20180531,2018-05-31,Microsoft,MSFT,NASDAQ,USD,92.64014946608393,92.22028350830078,93.29326479807118,92.00569152140064,34140900
20180601,2018-06-01,Microsoft,MSFT,NASDAQ,USD,92.63082442148416,94.0396957397461,94.10500727802716,92.52819098726764,28655600
20180604,2018-06-04,Microsoft,MSFT,NASDAQ,USD,94.47820374776153,94.8607406616211,95.03801785886628,94.09565971547931,27281600
20180605,2018-06-05,Microsoft,MSFT,NASDAQ,USD,95.16863955333662,95.34591674804688,95.4765398014894,94.7301162517413,23514400
20180606,2018-06-06,Microsoft,MSFT,NASDAQ,USD,95.61652172668131,95.62584686279295,95.72848030741724,95.075364858376,21122900
20180607,2018-06-07,Microsoft,MSFT,NASDAQ,USD,95.77512494190664,94.12366485595705,95.8124468379171,93.65715183346204,28232200
20180608,2018-06-08,Microsoft,MSFT,NASDAQ,USD,94.31958283394138,94.82341766357422,95.12198566056897,93.80642287076869,22165100
20180611,2018-06-11,Microsoft,MSFT,NASDAQ,USD,94.24494282137296,94.28226470947266,94.78609240276262,93.92771033173682,23490900
20180612,2018-06-12,Microsoft,MSFT,NASDAQ,USD,94.32894481314302,94.5248794555664,94.65550255051534,94.00238707577071,18325200
20180613,2018-06-13,Microsoft,MSFT,NASDAQ,USD,94.90740011150235,94.09566497802734,95.17797848932736,93.82508660020234,29492900
20180614,2018-06-14,Microsoft,MSFT,NASDAQ,USD,94.84207862981847,94.62747955322266,95.1966258885178,94.23561040648832,25691800
20180615,2018-06-15,Microsoft,MSFT,NASDAQ,USD,94.71146183856352,93.42388153076172,94.7301192246026,93.36790225422172,65738600
20180618,2018-06-18,Microsoft,MSFT,NASDAQ,USD,93.31194780721135,94.10501861572266,94.33827515460388,92.7614586738708,23586000
20180619,2018-06-19,Microsoft,MSFT,NASDAQ,USD,92.9760578217484,94.10501861572266,94.23564170802216,92.83610247473472,28653100
20180620,2018-06-20,Microsoft,MSFT,NASDAQ,USD,94.5808350870539,95.04734802246094,95.6538091437521,94.3475786193504,26180800
20180621,2018-06-21,Microsoft,MSFT,NASDAQ,USD,95.24330350280046,94.3662567138672,95.59785084888512,94.12366794105976,23198200
20180622,2018-06-22,Microsoft,MSFT,NASDAQ,USD,93.68513488769533,93.68513488769533,94.02101766580051,92.95736869960288,38923100
20180625,2018-06-25,Microsoft,MSFT,NASDAQ,USD,93.30260277195391,91.80043029785156,93.40523620447696,90.78343534448062,35433300
20180626,2018-06-26,Microsoft,MSFT,NASDAQ,USD,92.20163273369263,92.44422149658205,93.37724753400796,92.13632119580978,26897200
20180627,2018-06-27,Microsoft,MSFT,NASDAQ,USD,92.9107285854079,91.00735473632812,93.32125517514592,90.8767316688992,31298400
20180628,2018-06-28,Microsoft,MSFT,NASDAQ,USD,90.85807051200896,92.02435302734376,92.47220864533868,90.74611194632789,26650700
20180629,2018-06-29,Microsoft,MSFT,NASDAQ,USD,92.3042442458634,92.00567626953124,93.21861267749306,91.74443018004337,28053200
20180702,2018-07-02,Microsoft,MSFT,NASDAQ,USD,91.52985228738892,93.31193542480467,93.35858245533612,91.43655110790232,19564500
20180703,2018-07-03,Microsoft,MSFT,NASDAQ,USD,93.75045672867446,92.41622924804688,93.89040493560248,92.31359581735065,14670300
20180705,2018-07-05,Microsoft,MSFT,NASDAQ,USD,92.83607795748205,93.07866668701172,93.22794713089117,92.3975546412478,18977400
20180706,2018-07-06,Microsoft,MSFT,NASDAQ,USD,93.19996361475866,94.3849105834961,94.6368244634005,92.9946967623208,19234600
20180709,2018-07-09,Microsoft,MSFT,NASDAQ,USD,94.84209180515664,95.02869415283205,95.4019059666061,94.46887999138256,18212000
20180710,2018-07-10,Microsoft,MSFT,NASDAQ,USD,95.16866631956358,95.28063201904295,95.64451164432027,95.03804322938323,19293100
20180711,2018-07-11,Microsoft,MSFT,NASDAQ,USD,94.37560331578678,95.15001678466795,95.4858996739883,94.3289491575457,19644600
20180712,2018-07-12,Microsoft,MSFT,NASDAQ,USD,95.88707285106716,97.21197509765624,97.41724194368088,95.84975807762908,24335900
20180713,2018-07-13,Microsoft,MSFT,NASDAQ,USD,97.37992931740592,98.36893463134766,98.52754734803194,97.11867604952018,24635200
20180716,2018-07-16,Microsoft,MSFT,NASDAQ,USD,98.34092394988006,97.8837432861328,98.73279309023486,97.51985666332088,21786900
20180717,2018-07-17,Microsoft,MSFT,NASDAQ,USD,97.60385164959312,98.8541030883789,99.36727024216326,97.33327325199988,25901700
20180718,2018-07-18,Microsoft,MSFT,NASDAQ,USD,98.84478538703212,98.07970428466795,98.9474188255074,97.7064924282509,29493900
20180719,2018-07-19,Microsoft,MSFT,NASDAQ,USD,97.90242350390731,97.40792083740234,98.25697083952387,96.93207555975135,40171600
20180720,2018-07-20,Microsoft,MSFT,NASDAQ,USD,100.84144598795848,99.15266418457033,100.95340454572754,98.97539409529496,56004000
20180723,2018-07-23,Microsoft,MSFT,NASDAQ,USD,99.1806636432345,100.7388153076172,100.89742801439124,99.02204381803718,29707000
20180724,2018-07-24,Microsoft,MSFT,NASDAQ,USD,101.29861185786292,100.4495620727539,101.53186831024986,100.0763503252504,26316600
20180725,2018-07-25,Microsoft,MSFT,NASDAQ,USD,100.72947774899671,103.40726470947266,103.7058327199657,100.3935878473892,30702100
20180726,2018-07-26,Microsoft,MSFT,NASDAQ,USD,103.32328953997472,102.27830505371094,103.5658782750386,102.16633937943,31372100
20180727,2018-07-27,Microsoft,MSFT,NASDAQ,USD,102.80080380423443,100.4682388305664,102.80080380423443,99.0313779525761,37005300
20180730,2018-07-30,Microsoft,MSFT,NASDAQ,USD,100.0110416118143,98.31293487548828,100.32826697912624,97.74378854620772,34668300
20180731,2018-07-31,Microsoft,MSFT,NASDAQ,USD,99.35791682556878,98.97537994384766,99.57251589464796,98.32225760374467,27655200
20180801,2018-08-01,Microsoft,MSFT,NASDAQ,USD,98.92873845103482,99.16199493408205,99.32060763413264,98.3595920629258,23628700
20180802,2018-08-02,Microsoft,MSFT,NASDAQ,USD,98.34092851888668,100.36559295654295,100.8507632787967,97.818429189049,26104300
20180803,2018-08-03,Microsoft,MSFT,NASDAQ,USD,100.58018346855144,100.80410766601562,100.81343991711636,99.66581505807144,18659600
20180806,2018-08-06,Microsoft,MSFT,NASDAQ,USD,100.87876690690686,100.88809204101562,101.1586704170525,100.35626754147364,20265900
20180807,2018-08-07,Microsoft,MSFT,NASDAQ,USD,101.2892997032596,101.5878677368164,101.79313459459112,100.92542013481297,16080200
20180808,2018-08-08,Microsoft,MSFT,NASDAQ,USD,102.0077248654286,102.1570053100586,102.39959404080795,101.475900379293,15487500
20180809,2018-08-09,Microsoft,MSFT,NASDAQ,USD,102.36226543079378,102.32494354248048,102.78213133550184,102.25963201753774,13677200
20180810,2018-08-10,Microsoft,MSFT,NASDAQ,USD,102.09171361185038,101.69984436035156,102.34363464383118,101.12136561878842,18183700
20180813,2018-08-13,Microsoft,MSFT,NASDAQ,USD,101.9237459326595,100.96273040771484,102.24097843591244,100.86009699064088,18472500
20180814,2018-08-14,Microsoft,MSFT,NASDAQ,USD,101.28929460889933,102.22232055664062,102.39959776460684,100.80412424818,16788300
20180815,2018-08-15,Microsoft,MSFT,NASDAQ,USD,101.61351444056572,100.83612823486328,102.08182265533848,100.04936671822058,29982800
20180816,2018-08-16,Microsoft,MSFT,NASDAQ,USD,101.435583734942,100.81741333007812,101.96008676029236,100.49896710634908,21384300
20180817,2018-08-17,Microsoft,MSFT,NASDAQ,USD,100.55514318772636,100.76119995117188,101.06091693096086,99.927611877827,18061500
20180820,2018-08-20,Microsoft,MSFT,NASDAQ,USD,100.6956406458134,100.09620666503906,101.060920504541,99.73092680631149,17914200
20180821,2018-08-21,Microsoft,MSFT,NASDAQ,USD,100.1430336623426,99.26261901855467,100.54577903994722,99.1408543012079,22881900
20180822,2018-08-22,Microsoft,MSFT,NASDAQ,USD,99.14084961820024,100.27415466308594,100.53640612526556,99.07528675265534,18000600
20180823,2018-08-23,Microsoft,MSFT,NASDAQ,USD,100.35846073333649,100.74246978759766,101.32317459778272,100.09620925319383,18167700
20180824,2018-08-24,Microsoft,MSFT,NASDAQ,USD,100.84549503353767,101.52922821044922,101.6790831319401,100.74246664871792,17234000
20180827,2018-08-27,Microsoft,MSFT,NASDAQ,USD,102.34408256234376,102.65316772460938,102.69063324238248,101.632259162105,19662300
20180828,2018-08-28,Microsoft,MSFT,NASDAQ,USD,102.97161480891508,103.27133178710938,103.49611773430098,102.8311209122392,19151500
20180829,2018-08-29,Microsoft,MSFT,NASDAQ,USD,103.44926673371378,104.91975402832033,104.92912219208132,103.28067551509196,20818000
20180830,2018-08-30,Microsoft,MSFT,NASDAQ,USD,104.59197365490506,104.8542251586914,105.47239554260284,104.37655583928807,22798700
20180831,2018-08-31,Microsoft,MSFT,NASDAQ,USD,104.61070999262844,105.21014404296876,105.6316186532395,104.45147974033684,23222700
20180904,2018-09-04,Microsoft,MSFT,NASDAQ,USD,103.82393431263463,104.62942504882812,104.86357916642352,103.23386850878822,22634600
20180905,2018-09-05,Microsoft,MSFT,NASDAQ,USD,103.97380304908468,101.613525390625,104.3578121107554,101.2482455154043,32872400
20180906,2018-09-06,Microsoft,MSFT,NASDAQ,USD,101.38873144579836,101.84767150878906,102.0818256229826,100.69563726861412,23477600
20180907,2018-09-07,Microsoft,MSFT,NASDAQ,USD,101.37000128422548,101.35126495361328,101.82894134279476,100.4333848364747,22498600
20180910,2018-09-10,Microsoft,MSFT,NASDAQ,USD,101.94134684732124,102.4471206665039,102.69064298221798,101.4917748830372,20727900
20180911,2018-09-11,Microsoft,MSFT,NASDAQ,USD,101.9975673271687,104.18924713134766,104.51706157054296,101.98819915867202,24301800
20180912,2018-09-12,Microsoft,MSFT,NASDAQ,USD,104.36717358045192,104.62942504882812,104.76055078301624,103.50548814269686,18891100
20180913,2018-09-13,Microsoft,MSFT,NASDAQ,USD,105.01346702969336,105.7533950805664,106.52142048912276,105.01346702969336,26055600
20180914,2018-09-14,Microsoft,MSFT,NASDAQ,USD,106.17485119415385,106.18421936035156,106.52140188529935,105.31316569520595,19122300
20180917,2018-09-17,Microsoft,MSFT,NASDAQ,USD,106.48392384717786,105.03216552734376,106.49328486645796,104.7699140711762,20736500
20180918,2018-09-18,Microsoft,MSFT,NASDAQ,USD,105.07899433789808,106.03433990478516,106.49327993181218,104.6387834943796,22170900
20180919,2018-09-19,Microsoft,MSFT,NASDAQ,USD,105.88450181678124,104.62006378173828,106.1373851362996,104.0019005863506,21728400
20180920,2018-09-20,Microsoft,MSFT,NASDAQ,USD,105.16329256242896,106.37152862548828,106.586953550484,104.83547823814536,23714500
20180921,2018-09-21,Microsoft,MSFT,NASDAQ,USD,106.77427709551772,107.0177993774414,107.9825131938334,106.3153370281288,71229700
20180924,2018-09-24,Microsoft,MSFT,NASDAQ,USD,105.86576676219384,107.40181732177734,107.6172422709291,105.10710964866531,27334500
20180925,2018-09-25,Microsoft,MSFT,NASDAQ,USD,107.52358414754464,107.19576263427734,107.8045648285801,106.54013389937732,22668000
20180926,2018-09-26,Microsoft,MSFT,NASDAQ,USD,107.2144866314502,106.75554656982422,107.7670869093118,106.530753475879,19352000
20180927,2018-09-27,Microsoft,MSFT,NASDAQ,USD,107.5048228931359,107.15827941894533,107.6265875912596,106.96158369825558,19091300
20180928,2018-09-28,Microsoft,MSFT,NASDAQ,USD,106.9522507079333,107.12084197998048,107.30816243966952,106.47457424616344,21647800
20181001,2018-10-01,Microsoft,MSFT,NASDAQ,USD,107.47673585717742,108.2822265625,108.34778942708132,107.45800667264687,18883100
20181002,2018-10-02,Microsoft,MSFT,NASDAQ,USD,107.99188092238316,107.85138702392578,108.49764752352336,107.18639019343172,20787200
20181003,2018-10-03,Microsoft,MSFT,NASDAQ,USD,108.10428659702556,107.87013244628906,108.8161172160934,107.64534646241096,16648000
20181004,2018-10-04,Microsoft,MSFT,NASDAQ,USD,107.34564095478972,105.64099884033205,107.48613488947184,104.55452003432994,34821700
20181005,2018-10-05,Microsoft,MSFT,NASDAQ,USD,105.49113549464695,105.0228271484375,105.99690936605136,103.62727027756245,29068900
20181008,2018-10-08,Microsoft,MSFT,NASDAQ,USD,104.58260067827553,103.82393646240234,104.9291442061696,102.40964356201331,29640600
20181009,2018-10-09,Microsoft,MSFT,NASDAQ,USD,104.0955488001194,105.14456176757812,105.91258694948765,103.7771026459254,26198600
20181010,2018-10-10,Microsoft,MSFT,NASDAQ,USD,104.18922787305036,99.43122100830078,104.43275018821952,99.08467029616844,61376300
20181011,2018-10-11,Microsoft,MSFT,NASDAQ,USD,98.67254951798796,99.19705963134766,102.025638393789,97.59543908465538,63904300
20181012,2018-10-12,Microsoft,MSFT,NASDAQ,USD,102.10055812568936,102.62506103515624,104.18920874432804,100.33035366042238,47742100
20181015,2018-10-15,Microsoft,MSFT,NASDAQ,USD,102.00689481967385,100.77992248535156,102.54076587799804,100.17112040057094,32068100
20181016,2018-10-16,Microsoft,MSFT,NASDAQ,USD,102.59695746865006,103.96441650390624,104.34843264350684,102.04435009753482,31610200
20181017,2018-10-17,Microsoft,MSFT,NASDAQ,USD,104.60131379868196,103.69279479980467,104.72307135115852,102.6063235543564,26548200
20181018,2018-10-18,Microsoft,MSFT,NASDAQ,USD,103.12147931747936,101.62289428710938,103.52422471431166,100.99536292217586,32506200
20181019,2018-10-19,Microsoft,MSFT,NASDAQ,USD,102.02564181004328,101.77275848388672,103.833312050358,101.35127674586948,32785500
20181022,2018-10-22,Microsoft,MSFT,NASDAQ,USD,102.3909331650094,102.68128204345705,103.53360663554508,101.37938545543834,26545600
20181023,2018-10-23,Microsoft,MSFT,NASDAQ,USD,100.93914485783944,101.24822998046876,102.06308880945072,98.44774898486058,43770400
